0.428478	0.356164	0.400146	0.598662	0.504492	0.864905	0.407134	0.877255	0.809443	0.268104	0.359412	0.715845	0.417722	0.275363	0.477287	0	0.841979	0.357955	0.748337	0.692048	0.837247	0.49575	0.238843	0.433854	0.209049	0.901318	0.76303	0.47054	0.459621	0.145766	0.686781	0.261623	
0.441978	0.723109	1.09364	0.299872	0.436019	0.0924387	0.440021	0.0734712	0.332722	0.668471	0.784397	0.139485	0.638426	0.881749	0.413854	0.841979	0	1.0779	0.753802	0.27372	0.535884	0.504235	0.604302	0.487391	0.720731	0.675428	0.430627	0.717421	0.415392	0.87608	0.231754	0.674298	
0.733498	0.714083	0.0483434	0.893806	0.828104	1.12369	0.649415	1.12908	0.937364	0.620744	0.326843	0.939584	0.772766	0.198939	0.665975	0.357955	1.0779	0	0.688159	0.859203	0.883692	0.609668	0.514733	0.76156	0.361664	0.892892	0.853955	0.450734	0.662526	0.47719	0.874536	0.40384	
0.732381	0.954048	0.66822	0.786007	0.831945	0.839632	0.575378	0.826642	0.44731	0.831431	0.404194	0.640464	0.93917	0.538277	0.477994	0.748337	0.753802	0.688159	0	0.483291	0.275973	0.35225	0.627801	0.808895	0.541897	0.217319	0.335056	0.278684	0.503835	0.882568	0.531633	0.497402	
0.400752	0.696363	0.867236	0.361017	0.460613	0.356728	0.301512	0.34524	0.140301	0.602282	0.544072	0.159409	0.637355	0.660315	0.21482	0.692048	0.27372	0.859203	0.483291	0	0.301205	0.253294	0.461712	0.475384	0.524697	0.437777	0.18347	0.457841	0.233488	0.767225	0.0514921	0.47006	
0.666579	0.942243	0.875036	0.658758	0.744754	0.627601	0.529259	0.608811	0.203707	0.831356	0.561478	0.453989	0.900155	0.701561	0.418632	0.837247	0.535884	0.883692	0.275973	0.301205	0	0.344834	0.648406	0.745546	0.633577	0.139956	0.118163	0.433028	0.446965	0.947479	0.351979	0.577495	
0.380133	0.618032	0.615382	0.447696	0.48053	0.571987	0.223306	0.568392	0.331919	0.499998	0.290855	0.367209	0.592583	0.411671	0.130058	0.49575	0.504235	0.609668	0.35225	0.253294	0.344834	0	0.306663	0.45692	0.299652	0.430778	0.268455	0.213851	0.153395	0.602646	0.278244	0.242308	
0.219031	0.328007	0.543714	0.380807	0.318276	0.631893	0.168574	0.642524	0.58756	0.204284	0.331492	0.477011	0.330637	0.346147	0.25032	0.238843	0.604302	0.514733	0.627801	0.461712	0.648406	0.306663	0	0.257435	0.169052	0.736677	0.557835	0.380735	0.228498	0.307577	0.451666	0.164802	
0.0793494	0.236965	0.794361	0.192887	0.0711181	0.47816	0.233614	0.497964	0.61562	0.193483	0.581739	0.40248	0.163019	0.602823	0.337977	0.433854	0.487391	0.76156	0.808895	0.475384	0.745546	0.45692	0.257435	0	0.426481	0.862947	0.633303	0.604763	0.309903	0.416049	0.439633	0.415941	
0.383691	0.462895	0.38472	0.536001	0.486262	0.762854	0.287785	0.76916	0.627007	0.342304	0.17766	0.584198	0.48611	0.179137	0.316283	0.209049	0.720731	0.361664	0.541897	0.524697	0.633577	0.299652	0.169052	0.426481	0	0.692664	0.56774	0.266971	0.30782	0.340905	0.530725	0.0573442	
0.783597	1.04614	0.876828	0.790503	0.86843	0.767306	0.637584	0.748179	0.342806	0.930101	0.587376	0.592846	1.01218	0.727425	0.527507	0.901318	0.675428	0.892892	0.217319	0.437777	0.139956	0.430778	0.736677	0.862947	0.692664	0	0.254579	0.455053	0.556137	1.02308	0.489054	0.640053	
0.554925	0.837418	0.851686	0.540745	0.629291	0.520747	0.424888	0.504088	0.112613	0.730695	0.527114	0.338672	0.790437	0.662068	0.316147	0.76303	0.430627	0.853955	0.335056	0.18347	0.118163	0.268455	0.557835	0.633303	0.56774	0.254579	0	0.409957	0.3435	0.862889	0.234579	0.510438	
0.537659	0.707098	0.443926	0.640927	0.645407	0.785797	0.387401	0.782185	0.504305	0.583046	0.132381	0.580984	0.709155	0.272954	0.32896	0.47054	0.717421	0.450734	0.278684	0.457841	0.433028	0.213851	0.380735	0.604763	0.266971	0.455053	0.409957	0	0.343826	0.607479	0.488862	0.229236	
0.231263	0.495361	0.678668	0.298579	0.328118	0.465951	0.0823084	0.468721	0.360387	0.387231	0.378759	0.277266	0.456078	0.466649	0.0286458	0.459621	0.415392	0.662526	0.503835	0.233488	0.446965	0.153395	0.228498	0.309903	0.30782	0.556137	0.3435	0.343826	0	0.535213	0.228003	0.259193	
0.437483	0.262276	0.523031	0.602599	0.485745	0.883934	0.467337	0.900376	0.895044	0.223466	0.502573	0.762328	0.345869	0.420234	0.557802	0.145766	0.87608	0.47719	0.882568	0.767225	0.947479	0.602646	0.307577	0.416049	0.340905	1.02308	0.862889	0.607479	0.535213	0	0.753058	0.386671	
0.367776	0.666106	0.88522	0.313922	0.419601	0.310691	0.285824	0.301251	0.180053	0.577804	0.566149	0.109089	0.602501	0.675772	0.214817	0.686781	0.231754	0.874536	0.531633	0.0514921	0.351979	0.278244	0.451666	0.439633	0.530725	0.489054	0.234579	0.488862	0.228003	0.753058	0	0.478146	
0.364271	0.482004	0.422323	0.506594	0.470479	0.720511	0.25011	0.725375	0.570146	0.358595	0.166942	0.536458	0.494201	0.211037	0.264939	0.261623	0.674298	0.40384	0.497402	0.47006	0.577495	0.242308	0.164802	0.415941	0.0573442	0.640053	0.510438	0.229236	0.259193	0.386671	0.478146	0	
